Periode,ID client,Nombre de retraits effectues par carte,Nombre d'operations carte,Nombre d'operations Hors carte,Total mouvement d'affaires,Encours crdit immo,Encours Crdit consommation amortisable,Encours Crdit consommation renouvelable,Encours Compte Epargne,Encours Compte Epargne terme,montant encours AV,Offre attribuée
MARS;30-BF-F0-DE;3;196.0;245.0;14399;0;0;0;0.0;8 091;47;Nouvelle Epargne écologique
MARS;30-F3-0C-B7;0;231.0;128.0;5200;0;0;0;0.0;15 641;54;Credit
MARS;30-FC-79-32;0;0.0;102.0;19531;56;242 455;43;0.0;0;23 466;Credit
MARS;31-08-D1-AF;8;428.0;400.0;26475;70;0;478;41.0;786;6;Nouvelle Epargne écologique
MARS;31-18-B8-5F;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;31-1C-80-DE;0;39.0;256.0;155078;80;0;20 796;53.0;0;29 085;Nouvelle Epargne écologique
MARS;31-30-8A-88;3;257.0;240.0;18939;40;0;3 667;89.0;0;0;Nouvelle Epargne écologique
MARS;31-6B-6A-49;6;295.0;944.0;24673;76;0;0;0.0;735;882;Nouvelle Epargne écologique
MARS;31-81-C7-BA;0;0.0;18.0;0;0;40 275;0;0.0;2 153;40;Nouvelle Carte (Etudiants)
MARS;31-8A-96-62;0;52.0;20.0;680;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;31-99-5F-1B;0;0.0;17.0;2270;99;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;31-A0-A6-0D;0;55.0;84.0;15392;76;0;0;0.0;231;0;Credit
MARS;31-B0-B0-0D;0;137.0;210.0;114532;10;0;0;0.0;1 288;32;Nouvelle Epargne écologique
MARS;31-B8-55-D3;4;70.0;51.0;1380;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;31-B8-E6-9F;0;73.0;54.0;360;0;50 275;0;0.0;23 383;95;Nouvelle Carte (Etudiants)
MARS;31-BA-44-56;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;31-D6-70-16;3;934.0;418.0;222798;78;194 510;46;0.0;0;21 997;Nouvelle Epargne écologique
MARS;31-E1-5D-D4;0;0.0;104.0;8901;32;0;0;0.0;33 654;51;Credit
MARS;31-E2-72-FA;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;31-EB-57-18;4;152.0;65.0;3715;75;0;0;0.0;46 511;92;Credit
MARS;32-01-19-F6;3;455.0;232.0;35162;24;0;5 030;91.0;0;8 085;Nouvelle Epargne écologique
MARS;32-1D-F9-DF;0;127.0;66.0;7319;28;0;17 175;0.0;0;5 407;Credit
MARS;32-55-DF-F6;0;447.0;56.0;1850;40;0;0;0.0;1 680;0;Credit
MARS;32-63-43-9E;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;32-78-3C-9F;4;159.0;116.0;2671;48;287 048;39;0.0;0;1010;Credit
MARS;32-80-0D-2D;3;517.0;102.0;15293;34;0;14 764;74.0;0;10;Credit
MARS;32-8A-B8-12;0;0.0;8.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;32-98-E8-48;5;273.0;364.0;17979;99;0;0;0.0;4;284;Nouvelle Epargne écologique
MARS;32-A0-C6-72;5;777.0;200.0;22794;40;0;0;0.0;7 228;24;Credit
MARS;32-A3-18-B4;0;0.0;4.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;32-AC-1D-4B;3;737.0;250.0;23704;20;0;15 275;0.0;0;0;Nouvelle Epargne écologique
MARS;32-AE-CB-B3;0;0.0;0.0;52969;32;0;0;0.0;0;0;Credit
MARS;32-CC-9F-72;0;97.0;159.0;24720;48;0;16 194;63.0;1 978;0;Credit
MARS;32-E7-70-1F;0;623.0;105.0;31552;50;0;0;0.0;0;0;Credit
MARS;32-F8-42-7B;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;32-FC-49-F5;4;801.0;732.0;60741;63;139 037;5;0.0;0;35;Nouvelle Epargne écologique
MARS;33-09-1C-E1;3;343.0;132.0;20011;68;0;0;0.0;8 925;15;Credit
MARS;33-0E-33-14;3;181.0;282.0;18806;10;0;0;0.0;714;0;Nouvelle Epargne écologique
MARS;33-3F-04-DB;0;0.0;20.0;0;0;0;0;0.0;0;303 960;Nouvelle Carte (Etudiants)
MARS;33-50-D2-C5;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;33-55-65-19;0;183.0;80.0;6705;48;0;0;0.0;0;0;Credit
MARS;33-75-CA-82;0;27.0;24.0;4796;40;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;33-7A-A3-A9;0;0.0;4.0;30;0;0;0;0.0;0;4 903;Nouvelle Carte (Etudiants)
MARS;33-B0-9C-A5;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;33-D7-6A-00;0;151.0;32.0;0;0;18 275;0;0.0;0;0;Credit
MARS;33-E2-0B-43;3;292.0;55.0;10470;75;0;0;0.0;0;0;Credit
MARS;34-34-88-08;3;301.0;140.0;17426;50;0;0;0.0;16 856;98;Credit
MARS;34-55-E3-FF;0;167.0;108.0;4853;67;312 052;0;0.0;0;26 834;Credit
MARS;34-5B-BC-3E;3;427.0;108.0;21894;48;0;0;0.0;12 241;9;Credit
MARS;34-66-3C-59;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;34-69-6E-08;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;34-6F-0E-86;0;205.0;108.0;12682;80;0;0;0.0;0;0;Credit
MARS;34-7E-08-22;0;111.0;128.0;21836;80;0;0;0.0;11;6445;Credit
MARS;34-8A-0C-01;0;0.0;0.0;0;0;0;0;10.0;563;0;Nouvelle Carte (Etudiants)
MARS;34-9E-31-B0;0;121.0;72.0;6319;26;0;0;0.0;15;477;Credit
MARS;34-AC-CC-5B;3;754.0;207.0;28068;75;0;2 862;91.0;0;2 125;Nouvelle Epargne écologique
MARS;34-AD-AE-06;0;0.0;4.0;0;0;0;0;0.0;321 093;1;Nouvelle Carte (Etudiants)
MARS;34-B2-69-1D;0;0.0;0.0;0;0;0;0;0.0;0;197;Nouvelle Carte (Etudiants)
MARS;34-C9-0F-94;0;543.0;136.0;10082;40;0;18 275;0.0;0;0;Credit
MARS;34-F4-5F-CB;0;282.0;140.0;6580;5;0;0;0.0;0;0;Credit
MARS;34-F9-0E-60;8;280.0;119.0;9663;85;0;1 616;8.0;0;0;Credit
MARS;34-F9-80-73;3;237.0;90.0;3621;35;0;0;0.0;19 307;37;Credit
MARS;35-08-A7-F0;0;0.0;0.0;0;0;0;0;11.0;7705;0;Nouvelle Carte (Etudiants)
MARS;35-2E-32-64;0;0.0;60.0;6950;64;89 216;71;0.0;0;11;Credit
MARS;35-33-32-18;0;123.0;76.0;32756;36;0;0;0.0;0;0;Credit
MARS;35-58-7A-A1;0;151.0;32.0;2127;36;0;17 775;0.0;0;0;Credit
MARS;35-A4-04-9A;0;350.0;231.0;32440;66;0;0;0.0;30 790;25;Nouvelle Epargne écologique
MARS;35-AE-51-99;0;247.0;90.0;20538;0;0;0;0.0;0;0;Credit
MARS;35-B3-8D-82;0;12.0;78.0;3200;0;0;45 275;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;35-B6-F7-69;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;35-BB-BA-E8;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;35-C1-7A-A6;0;0.0;0.0;0;0;0;0;0.0;0;1 331;Nouvelle Carte (Etudiants)
MARS;35-CD-31-66;0;0.0;25.0;1785;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;35-E1-9B-6A;0;187.0;70.0;12272;95;0;0;0.0;0;0;Credit
MARS;35-ED-3E-83;0;0.0;4.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;35-F5-D0-5F;0;163.0;40.0;6000;0;0;0;0.0;0;0;Credit
MARS;36-05-B0-87;0;237.0;110.0;42584;55;0;0;0.0;0;0;Credit
MARS;36-22-11-3F;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;36-4E-1E-33;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;36-4E-4C-E3;0;0.0;0.0;177209;40;0;0;0.0;2 772;21;Credit
MARS;36-55-81-AB;0;0.0;0.0;0;0;0;0;6.0;3735;0;Nouvelle Carte (Etudiants)
MARS;36-5B-24-13;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;36-5E-34-27;4;241.0;156.0;14082;42;0;0;0.0;10 500;56;Credit
MARS;36-60-FE-1C;4;192.0;112.0;8635;5;30 390;27;0.0;0;22;Credit
MARS;36-74-5A-45;3;124.0;216.0;34694;55;0;0;0.0;20 834;46;Nouvelle Epargne écologique
MARS;36-A1-EE-10;0;42.0;84.0;4238;43;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;36-A4-45-E5;0;375.0;320.0;37916;56;0;5 998;22.0;0;10 782;Nouvelle Epargne écologique
MARS;36-D4-A9-FE;0;0.0;0.0;0;0;0;0;0.0;0;486;Nouvelle Carte (Etudiants)
MARS;36-DB-DF-75;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;36-F4-99-9E;0;219.0;156.0;13264;26;214 597;64;0.0;0;109;Credit
MARS;37-01-BA-B8;3;283.0;138.0;21947;34;0;2 445;92.0;0;35;Credit
MARS;37-15-67-75;0;207.0;60.0;6246;32;0;485;0.0;1 213;75;Credit
MARS;37-18-A1-A6;8;255.0;304.0;35101;84;0;0;0.0;7 996;73;Nouvelle Epargne écologique
MARS;37-1F-08-60;10;191.0;304.0;19595;12;0;0;0.0;22 888;64;Nouvelle Epargne écologique
MARS;37-23-0A-94;3;313.0;123.0;11208;39;183 456;47;0.0;0;31 059;Credit
MARS;37-40-8A-D2;0;0.0;18.0;0;0;18 775;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;37-42-F7-87;0;172.0;75.0;5535;70;0;0;0.0;32 762;66;Credit
MARS;37-43-D6-E7;0;0.0;0.0;0;0;0;0;;0;0;Nouvelle Carte (Etudiants)
MARS;37-4F-5F-6F;0;385.0;108.0;19737;30;0;0;0.0;0;0;Credit
MARS;37-52-8F-C4;0;0.0;126.0;9320;67;95 665;45;0.0;0;0;Credit
MARS;37-5D-D2-48;0;28.0;42.0;11587;29;0;0;0.0;24 736;23;Credit
MARS;37-62-A2-58;0;0.0;4.0;40;0;0;0;0.0;0;1 601;Nouvelle Carte (Etudiants)
MARS;37-63-ED-B9;0;0.0;0.0;0;0;0;0;109.0;3575;0;Nouvelle Carte (Etudiants)
MARS;37-6D-F0-46;4;294.0;91.0;4379;41;0;18 775;0.0;0;10;Credit
MARS;37-74-B9-3F;0;0.0;0.0;0;0;0;0;0.0;0;810;Nouvelle Carte (Etudiants)
MARS;37-75-97-26;4;61.0;66.0;3008;4;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;37-89-68-D2;4;385.0;72.0;648;0;0;0;588.0;0;0;Credit
MARS;37-97-27-8C;0;0.0;0.0;0;0;0;0;;50;0;Nouvelle Carte (Etudiants)
MARS;37-A5-C1-E5;4;67.0;70.0;7568;0;0;0;0.0;46 539;33;Credit
MARS;37-C2-B0-D8;0;0.0;0.0;0;0;0;0;;56;0;Nouvelle Carte (Etudiants)
MARS;37-DF-1A-C9;0;287.0;90.0;1857;60;0;0;0.0;25 789;41;Credit
MARS;37-E9-33-55;4;0.0;0.0;0;0;0;0;530.0;7645;0;Nouvelle Carte (Etudiants)
MARS;37-ED-AF-40;0;199.0;164.0;10894;8;181 750;0;0.0;0;3 412;Credit
MARS;37-F0-38-EE;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;38-01-42-B1;0;0.0;8.0;60;0;0;0;28.0;119;0;Nouvelle Carte (Etudiants)
MARS;38-23-FF-12;0;22.0;15.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;38-28-C0-6E;0;193.0;186.0;30706;68;0;10 973;95.0;0;0;Credit
MARS;38-2D-9C-57;0;0.0;0.0;0;0;0;0;0.0;0;67 539;Nouvelle Carte (Etudiants)
MARS;38-36-6B-35;0;0.0;0.0;0;0;0;0;2.0;9925;0;Nouvelle Carte (Etudiants)
MARS;38-36-AD-A5;0;210.0;63.0;14542;71;88 566;24;0.0;0;0;Credit
MARS;38-3E-31-BD;0;241.0;6.0;0;0;0;0;0.0;0;0;Credit
MARS;38-51-13-26;0;177.0;55.0;11769;85;0;0;0.0;0;0;Credit
MARS;38-6A-3E-B2;0;127.0;56.0;6400;0;0;0;0.0;66;402;Credit
MARS;38-76-FE-63;0;0.0;8.0;1300;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;38-78-DB-C7;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;38-7C-CB-27;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;38-80-90-A5;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;38-81-7E-97;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;38-93-28-A3;0;28.0;112.0;18177;81;0;0;0.0;0;0;Credit
MARS;38-94-02-EB;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;38-A6-06-59;0;0.0;22.0;3019;66;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;38-AC-4A-2E;0;119.0;118.0;10869;28;0;17 085;57.0;0;74 624;Credit
MARS;38-BF-4C-68;0;0.0;0.0;0;0;0;0;11.0;46;0;Nouvelle Carte (Etudiants)
MARS;38-C5-33-99;3;103.0;42.0;5400;0;0;0;0.0;0;0;Credit
MARS;38-C8-D2-51;0;83.0;84.0;11749;48;0;2 232;22.0;0;0;Credit
MARS;38-C8-D5-6C;5;392.0;242.0;24592;48;0;0;0.0;26 756;74;Nouvelle Epargne écologique
MARS;38-CB-C4-62;0;0.0;12.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;38-CD-0F-E8;0;0.0;4.0;200;0;0;0;0.0;0;6 883;Nouvelle Carte (Etudiants)
MARS;38-D7-68-C9;6;835.0;450.0;148949;6;0;0;0.0;51 495;47;Nouvelle Epargne écologique
MARS;38-D8-E2-B4;3;223.0;408.0;15695;76;0;0;0.0;50;4315;Nouvelle Epargne écologique
MARS;38-E9-EC-D3;5;231.0;144.0;7280;0;0;0;0.0;3;15;Credit
MARS;38-FB-39-19;0;631.0;434.0;79391;84;421 488;60;;65;0;Nouvelle Epargne écologique
MARS;38-FD-77-4B;5;105.0;140.0;14248;92;0;0;0.0;4 410;0;Credit
MARS;39-01-2A-89;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;39-1B-C6-6D;0;35.0;196.0;107796;50;0;0;0.0;12 108;22;Credit
MARS;39-2F-ED-F6;0;0.0;0.0;8000;0;0;0;0.0;0;0;Credit
MARS;39-45-A8-FB;0;0.0;0.0;0;0;0;0;10.0;5525;0;Nouvelle Carte (Etudiants)
MARS;39-46-BA-A3;0;0.0;54.0;8104;70;0;0;0.0;0;0;Credit
MARS;39-4F-62-20;6;112.0;126.0;11432;47;0;0;0.0;0;0;Credit
MARS;39-51-67-76;0;295.0;336.0;777316;76;0;0;0.0;0;0;Nouvelle Epargne écologique
MARS;39-67-B8-C5;0;159.0;275.0;77898;8;0;0;0.0;35 864;20;Nouvelle Epargne écologique
MARS;39-69-AF-0E;10;238.0;217.0;17241;21;0;0;0.0;171;5175;Nouvelle Epargne écologique
MARS;39-6B-58-53;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;39-76-91-EE;4;14.0;78.0;2010;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;39-8F-69-50;0;0.0;0.0;0;0;0;0;10.0;6995;0;Nouvelle Carte (Etudiants)
MARS;39-95-87-6D;0;599.0;328.0;43341;68;0;0;0.0;24 307;50;Nouvelle Epargne écologique
MARS;39-A6-7F-3B;0;37.0;25.0;1565;45;0;15 275;0.0;0;7 395;Nouvelle Carte (Etudiants)
MARS;39-BE-79-F7;3;223.0;170.0;33609;62;76 981;21;0.0;0;137 302;Credit
MARS;39-C2-9A-84;3;172.0;45.0;9550;80;0;0;0.0;0;0;Credit
MARS;39-E6-DB-E5;0;327.0;200.0;9391;90;117 584;77;521.0;34;0;Credit
MARS;39-EB-4C-A2;0;0.0;0.0;0;0;0;0;;16;0;Nouvelle Carte (Etudiants)
MARS;39-F7-3C-E8;4;67.0;40.0;4229;84;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3A-01-14-F5;5;361.0;712.0;97106;45;84 323;51;;47;0;Nouvelle Epargne écologique
MARS;3A-04-A2-BA;0;22.0;30.0;955;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3A-1D-45-BF;3;94.0;57.0;3585;0;0;0;0.0;26 529;52;Nouvelle Carte (Etudiants)
MARS;3A-21-D0-64;0;214.0;108.0;11250;0;0;51 155;17.0;0;31;Credit
MARS;3A-2E-60-B8;0;119.0;;197236;13;132 909;22;;86;0;Credit
MARS;3A-41-CC-B9;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3A-4D-07-33;0;265.0;66.0;3299;10;0;0;0.0;0;0;Credit
MARS;3A-5E-7B-03;3;685.0;180.0;17757;54;0;0;0.0;10 506;14;Credit
MARS;3A-77-46-32;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3A-7B-5A-30;7;77.0;100.0;24840;65;0;0;0.0;0;0;Credit
MARS;3A-91-F3-99;0;0.0;0.0;0;0;0;0;;82;0;Nouvelle Carte (Etudiants)
MARS;3A-AC-CA-FD;5;39.0;48.0;8323;32;0;0;0.0;15 478;41;Credit
MARS;3A-AF-2C-9A;7;157.0;190.0;110030;0;0;0;0.0;0;0;Credit
MARS;3A-B5-FC-F2;0;16.0;105.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3A-BE-49-CA;0;142.0;65.0;8716;30;0;0;0.0;0;0;Credit
MARS;3A-C1-A3-88;0;282.0;265.0;42746;3;26 308;12;;0;0;Nouvelle Epargne écologique
MARS;3A-C3-B2-75;10;457.0;520.0;67516;50;0;12 275;0.0;0;0;Nouvelle Epargne écologique
MARS;3A-CC-EA-7A;4;87.0;28.0;1307;20;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3A-E5-B1-EF;0;0.0;0.0;0;0;0;0;308.0;826;0;Nouvelle Carte (Etudiants)
MARS;3B-0E-64-C1;5;67.0;126.0;12828;54;0;0;0.0;33 385;40;Credit
MARS;3B-37-49-8C;0;0.0;0.0;142407;90;0;0;0.0;0;0;Credit
MARS;3B-3D-22-1F;0;0.0;20.0;0;0;0;0;11.0;34;0;Nouvelle Carte (Etudiants)
MARS;3B-50-D4-51;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3B-52-BA-F0;3;29.0;401.0;29100;61;0;0;0.0;207;921;Nouvelle Epargne écologique
MARS;3B-63-90-09;0;47.0;15.0;1060;75;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3B-89-B5-2F;0;0.0;4.0;60;0;0;0;10.0;9935;0;Nouvelle Carte (Etudiants)
MARS;3B-A1-7D-E1;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3B-BE-02-D3;4;167.0;96.0;7337;52;0;0;0.0;2 144;57;Credit
MARS;3B-BF-EA-19;3;177.0;140.0;18547;10;0;0;0.0;35 805;91;Credit
MARS;3B-D6-4F-D5;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3B-E9-0E-93;0;0.0;15.0;0;0;3 813;89;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3B-FC-3C-E8;0;0.0;2.0;10;0;0;0;;52;0;Nouvelle Carte (Etudiants)
MARS;3C-03-49-29;0;0.0;30.0;10447;89;109 069;26;0.0;0;0;Credit
MARS;3C-0A-98-7B;3;182.0;40.0;1282;90;0;0;0.0;3 677;52;Credit
MARS;3C-21-DE-6D;0;73.0;231.0;28560;51;0;0;143.0;37;0;Nouvelle Epargne écologique
MARS;3C-27-1F-6B;0;0.0;0.0;0;0;0;0;15.0;8445;0;Nouvelle Carte (Etudiants)
MARS;3C-39-CA-B0;0;182.0;56.0;21511;84;0;0;0.0;8 940;31;Credit
MARS;3C-4D-61-2E;3;196.0;98.0;7675;43;0;7 408;27.0;0;0;Credit
MARS;3C-61-82-0D;0;0.0;0.0;0;0;0;0;11.0;508;0;Nouvelle Carte (Etudiants)
MARS;3C-69-43-CB;3;219.0;300.0;75490;4;180 599;99;0.0;0;24 085;Nouvelle Epargne écologique
MARS;3C-7E-8D-01;3;367.0;210.0;26892;30;0;0;0.0;2;1;Nouvelle Epargne écologique
MARS;3C-85-E6-D3;0;0.0;50.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3C-90-B4-7E;3;223.0;328.0;4777;60;74 977;24;0.0;0;0;Nouvelle Epargne écologique
MARS;3C-A6-E2-3B;0;0.0;4.0;1000;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3C-A7-FC-4F;0;259.0;175.0;16196;46;0;0;0.0;11 063;24;Credit
MARS;3C-B2-35-5A;6;557.0;420.0;62057;0;0;14 765;16.0;0;8;Nouvelle Epargne écologique
MARS;3C-B3-C7-EB;5;241.0;108.0;32602;92;48 067;89;0.0;0;9 553;Credit
MARS;3C-B5-B7-01;0;63.0;48.0;5382;56;0;0;0.0;19 950;0;Credit
MARS;3C-C7-71-82;8;414.0;341.0;67483;2;0;0;0.0;272;223;Nouvelle Epargne écologique
MARS;3C-C8-2E-BC;0;0.0;36.0;3585;48;0;0;0.0;35 733;76;Nouvelle Carte (Etudiants)
MARS;3C-E2-37-A8;0;0.0;4.0;100;0;0;0;11.0;508;0;Nouvelle Carte (Etudiants)
MARS;3D-1D-11-97;4;455.0;200.0;34764;72;251 252;62;0.0;0;29 865;Credit
MARS;3D-25-26-90;0;171.0;48.0;5969;76;0;0;0.0;20 703;92;Credit
MARS;3D-27-1D-52;3;257.0;110.0;19894;90;0;0;0.0;10;5;Credit
MARS;3D-37-AF-13;3;157.0;54.0;7200;0;0;0;0.0;840;0;Credit
MARS;3D-41-1C-DD;8;167.0;63.0;2246;46;0;0;0.0;0;0;Credit
MARS;3D-56-E6-22;0;0.0;0.0;0;0;0;0;;50;0;Nouvelle Carte (Etudiants)
MARS;3D-66-B5-27;5;205.0;621.0;49654;98;0;10 265;56.0;0;28 845;Nouvelle Epargne écologique
MARS;3D-6F-73-00;3;182.0;273.0;34492;15;0;0;0.0;27;6045;Nouvelle Epargne écologique
MARS;3D-B6-DD-6C;0;0.0;28.0;1050;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3D-BD-77-CD;0;0.0;45.0;516;6;0;0;0.0;22 011;19;Nouvelle Carte (Etudiants)
MARS;3D-C0-4A-8F;0;0.0;4.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3D-D3-AA-D7;0;0.0;12.0;60;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3D-F0-B2-2B;0;493.0;171.0;44808;12;0;17 775;0.0;0;10;Credit
MARS;3D-FB-C0-C3;0;98.0;77.0;15297;17;0;0;0.0;18 884;62;Credit
MARS;3D-FD-19-CF;3;96.0;136.0;13436;79;229 754;7;0.0;0;0;Credit
MARS;3E-09-A2-F1;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3E-1B-7A-4B;0;0.0;0.0;0;0;0;0;6.0;132;0;Nouvelle Carte (Etudiants)
MARS;3E-2A-7E-13;0;0.0;0.0;0;0;0;0;;98;0;Nouvelle Carte (Etudiants)
MARS;3E-3D-1F-86;9;127.0;72.0;3360;0;0;0;0.0;0;0;Credit
MARS;3E-3E-54-80;7;619.0;576.0;76453;8;0;6 055;62.0;0;0;Nouvelle Epargne écologique
MARS;3E-46-CE-96;0;336.0;119.0;14351;26;0;0;0.0;17 822;81;Credit
MARS;3E-57-16-1E;0;268.0;243.0;441344;52;348 902;76;0.0;0;68 208;Nouvelle Epargne écologique
MARS;3E-83-CD-99;0;250.0;212.0;24940;71;201 304;18;0.0;0;35 857;Nouvelle Epargne écologique
MARS;3E-99-EB-EE;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3E-A1-44-69;4;601.0;256.0;23954;10;209 492;33;0.0;0;0;Nouvelle Epargne écologique
MARS;3E-A8-D1-60;3;307.0;160.0;12531;15;0;23 275;0.0;0;2 219;Credit
MARS;3E-C9-D3-C2;0;295.0;282.0;46478;76;0;0;0.0;2 797;87;Nouvelle Epargne écologique
MARS;3E-D2-16-F1;0;276.0;125.0;17603;37;183 111;77;0.0;0;12 768;Credit
MARS;3E-D8-B1-78;4;124.0;72.0;10480;77;0;0;0.0;20 767;69;Credit
MARS;3E-DC-21-4C;0;0.0;136.0;14323;60;0;0;0.0;16 494;29;Credit
MARS;3E-F7-73-A2;0;0.0;8.0;8;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;3F-00-51-FA;5;67.0;90.0;19384;98;0;0;0.0;0;0;Credit
MARS;3F-1B-2C-AB;0;391.0;296.0;37031;4;0;0;0.0;86 982;51;Nouvelle Epargne écologique
MARS;3F-20-23-7B;0;0.0;11.0;6154;80;112 719;54;0.0;0;0;Credit
MARS;3F-23-7D-64;3;391.0;312.0;48248;28;0;7 061;9.0;0;2 074;Nouvelle Epargne écologique
MARS;3F-2B-57-99;3;135.0;52.0;6071;2;0;0;0.0;566;7795;Credit
MARS;3F-36-81-25;0;0.0;44.0;6920;0;0;0;0.0;1 552;27;Credit
MARS;3F-4F-D8-03;3;0.0;0.0;14736;75;0;0;0.0;0;0;Credit
MARS;3F-51-57-6F;3;199.0;128.0;39748;16;152 870;69;0.0;0;20 065;Credit
MARS;3F-7A-6D-44;4;295.0;210.0;62703;6;0;0;0.0;23 100;0;Nouvelle Epargne écologique
MARS;3F-9F-9D-BB;0;9.0;42.0;3743;74;0;25 249;40.0;0;0;Nouvelle Carte (Etudiants)
MARS;3F-A0-41-56;0;47.0;150.0;7695;50;0;3 503;54.0;0;0;Credit
MARS;3F-B6-F0-5A;3;205.0;209.0;114155;91;0;0;0.0;29;631;Nouvelle Epargne écologique
MARS;3F-C5-1B-EB;0;0.0;15.0;0;0;0;0;0.0;0;4 816;Nouvelle Carte (Etudiants)
MARS;3F-DF-5C-C1;3;657.0;290.0;37169;60;131 484;9;0.0;0;21 821;Nouvelle Epargne écologique
MARS;3F-F6-F3-0F;4;406.0;133.0;31976;84;0;0;0.0;11;1195;Credit
MARS;40-00-BE-98;0;102.0;95.0;16163;5;0;0;0.0;0;0;Credit
MARS;40-06-D3-4C;3;;423.0;133287;0;217 577;41;0.0;0;84 227;Nouvelle Epargne écologique
